Vardas              Pavarde             Galutinis(vid.)/    Galutinis(med.)
Vardas43870         Pavarde43870        1.8                 7
Vardas43871         Pavarde43871        2.4                 2
Vardas43872         Pavarde43872        4.2                 5
Vardas43873         Pavarde43873        3.6                 8
Vardas43874         Pavarde43874        2.4                 8
Vardas43875         Pavarde43875        5.4                 1
Vardas43876         Pavarde43876        1.2                 3
Vardas43877         Pavarde43877        0.6                 3
Vardas43878         Pavarde43878        6                   4
Vardas43879         Pavarde43879        4.2                 10
Vardas43880         Pavarde43880        4.2                 3
Vardas43881         Pavarde43881        4.2                 9
Vardas43882         Pavarde43882        3.6                 10
Vardas43883         Pavarde43883        5.4                 2
Vardas43884         Pavarde43884        3.6                 3
Vardas43885         Pavarde43885        4.8                 8
Vardas43886         Pavarde43886        3                   10
Vardas43887         Pavarde43887        4.2                 7
Vardas43888         Pavarde43888        4.8                 5
Vardas43889         Pavarde43889        0.6                 9
Vardas43890         Pavarde43890        3                   6
Vardas43891         Pavarde43891        1.2                 7
Vardas43892         Pavarde43892        3                   7
Vardas43893         Pavarde43893        4.8                 10
Vardas43894         Pavarde43894        6                   9
Vardas43895         Pavarde43895        3                   9
Vardas43896         Pavarde43896        4.2                 3
Vardas43897         Pavarde43897        2.4                 3
Vardas43898         Pavarde43898        2.4                 9
Vardas43899         Pavarde43899        0.6                 6
Vardas43900         Pavarde43900        0.6                 5
Vardas43901         Pavarde43901        1.2                 7
Vardas43902         Pavarde43902        0.6                 2
Vardas43903         Pavarde43903        1.2                 10
Vardas43904         Pavarde43904        4.8                 6
Vardas43905         Pavarde43905        4.8                 6
Vardas43906         Pavarde43906        1.2                 10
Vardas43907         Pavarde43907        3.6                 8
Vardas43908         Pavarde43908        1.8                 7
Vardas43909         Pavarde43909        1.2                 10
Vardas43910         Pavarde43910        6                   1
Vardas43911         Pavarde43911        4.8                 7
Vardas43912         Pavarde43912        5.4                 10
Vardas43913         Pavarde43913        5.4                 5
Vardas43914         Pavarde43914        0.6                 1
Vardas43915         Pavarde43915        3.6                 6
Vardas43916         Pavarde43916        3.6                 4
Vardas43917         Pavarde43917        1.2                 1
Vardas43918         Pavarde43918        5.4                 5
Vardas43919         Pavarde43919        1.8                 3
Vardas43920         Pavarde43920        2.4                 2
Vardas43921         Pavarde43921        4.2                 2
Vardas43922         Pavarde43922        1.8                 3
Vardas43923         Pavarde43923        4.8                 6
Vardas43924         Pavarde43924        2.4                 4
Vardas43925         Pavarde43925        4.8                 5
Vardas43926         Pavarde43926        4.8                 8
Vardas43927         Pavarde43927        6                   8
Vardas43928         Pavarde43928        5.4                 3
Vardas43929         Pavarde43929        1.8                 3
Vardas43930         Pavarde43930        1.8                 4
Vardas43931         Pavarde43931        3                   4
Vardas43932         Pavarde43932        3                   2
Vardas43933         Pavarde43933        2.4                 3
Vardas43934         Pavarde43934        4.8                 10
Vardas43935         Pavarde43935        6                   3
Vardas43936         Pavarde43936        1.8                 1
Vardas43937         Pavarde43937        0.6                 7
Vardas43938         Pavarde43938        3                   4
Vardas43939         Pavarde43939        3                   8
Vardas43940         Pavarde43940        3                   5
Vardas43941         Pavarde43941        6                   3
Vardas43942         Pavarde43942        1.2                 2
Vardas43943         Pavarde43943        6                   9
Vardas43944         Pavarde43944        2.4                 2
Vardas43945         Pavarde43945        3                   4
Vardas43946         Pavarde43946        6                   4
Vardas43947         Pavarde43947        3                   3
Vardas43948         Pavarde43948        6                   5
Vardas43949         Pavarde43949        5.4                 10
Vardas43950         Pavarde43950        5.4                 7
Vardas43951         Pavarde43951        5.4                 8
Vardas43952         Pavarde43952        1.8                 7
Vardas43953         Pavarde43953        0.6                 6
Vardas43954         Pavarde43954        6                   5
Vardas43955         Pavarde43955        5.4                 5
Vardas43956         Pavarde43956        0.6                 8
Vardas43957         Pavarde43957        4.2                 2
Vardas43958         Pavarde43958        3.6                 8
Vardas43959         Pavarde43959        6                   7
Vardas43960         Pavarde43960        3.6                 2
Vardas43961         Pavarde43961        0.6                 8
Vardas43962         Pavarde43962        3                   9
Vardas43963         Pavarde43963        2.4                 4
Vardas43964         Pavarde43964        3.6                 7
Vardas43965         Pavarde43965        3.6                 4
Vardas43966         Pavarde43966        0.6                 8
Vardas43967         Pavarde43967        5.4                 5
Vardas43968         Pavarde43968        3.6                 5
Vardas43969         Pavarde43969        6                   7
Vardas43970         Pavarde43970        1.8                 3
Vardas43971         Pavarde43971        3                   6
Vardas43972         Pavarde43972        1.2                 9
Vardas43973         Pavarde43973        2.4                 3
Vardas43974         Pavarde43974        6                   4
Vardas43975         Pavarde43975        5.4                 4
Vardas43976         Pavarde43976        4.8                 6
Vardas43977         Pavarde43977        2.4                 8
Vardas43978         Pavarde43978        0.6                 9
Vardas43979         Pavarde43979        4.2                 5
Vardas43980         Pavarde43980        2.4                 3
Vardas43981         Pavarde43981        3                   3
Vardas43982         Pavarde43982        6                   1
Vardas43983         Pavarde43983        2.4                 3
Vardas43984         Pavarde43984        4.2                 9
Vardas43985         Pavarde43985        1.8                 9
Vardas43986         Pavarde43986        1.8                 3
Vardas43987         Pavarde43987        0.6                 9
Vardas43988         Pavarde43988        4.8                 10
Vardas43989         Pavarde43989        5.4                 5
Vardas43990         Pavarde43990        0.6                 2
Vardas43991         Pavarde43991        5.4                 2
Vardas43992         Pavarde43992        4.2                 8
Vardas43993         Pavarde43993        3.6                 9
Vardas43994         Pavarde43994        5.4                 2
Vardas43995         Pavarde43995        1.2                 6
Vardas43996         Pavarde43996        3.6                 5
Vardas43997         Pavarde43997        1.8                 10
Vardas43998         Pavarde43998        6                   4
Vardas43999         Pavarde43999        3                   4
Vardas44000         Pavarde44000        1.2                 1
Vardas44001         Pavarde44001        4.2                 6
Vardas44002         Pavarde44002        4.2                 6
Vardas44003         Pavarde44003        0.6                 9
Vardas44004         Pavarde44004        1.2                 4
Vardas44005         Pavarde44005        0.6                 5
Vardas44006         Pavarde44006        3                   6
Vardas44007         Pavarde44007        6                   7
Vardas44008         Pavarde44008        0.6                 2
Vardas44009         Pavarde44009        1.8                 10
Vardas44010         Pavarde44010        3                   7
Vardas44011         Pavarde44011        3.6                 6
Vardas44012         Pavarde44012        1.8                 10
Vardas44013         Pavarde44013        4.2                 5
Vardas44014         Pavarde44014        2.4                 9
Vardas44015         Pavarde44015        1.8                 1
Vardas44016         Pavarde44016        3                   1
Vardas44017         Pavarde44017        1.8                 8
Vardas44018         Pavarde44018        4.8                 6
Vardas44019         Pavarde44019        5.4                 5
Vardas44020         Pavarde44020        2.4                 7
Vardas44021         Pavarde44021        5.4                 9
Vardas44022         Pavarde44022        5.4                 4
Vardas44023         Pavarde44023        6                   3
Vardas44024         Pavarde44024        4.8                 7
Vardas44025         Pavarde44025        1.8                 7
Vardas44026         Pavarde44026        2.4                 4
Vardas44027         Pavarde44027        1.8                 8
Vardas44028         Pavarde44028        2.4                 7
Vardas44029         Pavarde44029        4.2                 2
Vardas44030         Pavarde44030        0.6                 10
Vardas44031         Pavarde44031        2.4                 7
Vardas44032         Pavarde44032        3                   4
Vardas44033         Pavarde44033        4.8                 3
Vardas44034         Pavarde44034        1.2                 3
Vardas44035         Pavarde44035        3.6                 1
Vardas44036         Pavarde44036        4.2                 3
Vardas44037         Pavarde44037        5.4                 1
Vardas44038         Pavarde44038        1.8                 3
Vardas44039         Pavarde44039        0.6                 4
Vardas44040         Pavarde44040        5.4                 5
Vardas44041         Pavarde44041        2.4                 8
Vardas44042         Pavarde44042        4.2                 5
Vardas44043         Pavarde44043        4.8                 3
Vardas44044         Pavarde44044        0.6                 10
Vardas44045         Pavarde44045        3.6                 2
Vardas44046         Pavarde44046        1.8                 1
Vardas44047         Pavarde44047        5.4                 8
Vardas44048         Pavarde44048        5.4                 6
Vardas44049         Pavarde44049        5.4                 1
Vardas44050         Pavarde44050        2.4                 4
Vardas44051         Pavarde44051        5.4                 2
Vardas44052         Pavarde44052        3.6                 3
Vardas44053         Pavarde44053        2.4                 6
Vardas44054         Pavarde44054        5.4                 4
Vardas44055         Pavarde44055        2.4                 7
Vardas44056         Pavarde44056        1.2                 8
Vardas44057         Pavarde44057        1.8                 7
Vardas44058         Pavarde44058        1.8                 3
Vardas44059         Pavarde44059        5.4                 6
Vardas44060         Pavarde44060        3                   1
Vardas44061         Pavarde44061        3.6                 9
Vardas44062         Pavarde44062        0.6                 6
Vardas44063         Pavarde44063        2.4                 2
Vardas44064         Pavarde44064        1.2                 5
Vardas44065         Pavarde44065        3                   3
Vardas44066         Pavarde44066        2.4                 1
Vardas44067         Pavarde44067        1.8                 2
Vardas44068         Pavarde44068        4.8                 2
Vardas44069         Pavarde44069        3.6                 8
Vardas44070         Pavarde44070        3                   6
Vardas44071         Pavarde44071        3.6                 10
Vardas44072         Pavarde44072        2.4                 4
Vardas44073         Pavarde44073        4.2                 10
Vardas44074         Pavarde44074        1.2                 6
Vardas44075         Pavarde44075        3                   8
Vardas44076         Pavarde44076        6                   4
Vardas44077         Pavarde44077        1.2                 1
Vardas44078         Pavarde44078        4.2                 10
Vardas44079         Pavarde44079        3.6                 9
Vardas44080         Pavarde44080        6                   7
Vardas44081         Pavarde44081        1.8                 8
Vardas44082         Pavarde44082        1.2                 6
Vardas44083         Pavarde44083        2.4                 4
Vardas44084         Pavarde44084        0.6                 4
Vardas44085         Pavarde44085        4.2                 1
Vardas44086         Pavarde44086        3.6                 10
Vardas44087         Pavarde44087        6                   7
Vardas44088         Pavarde44088        3                   9
Vardas44089         Pavarde44089        3.6                 8
Vardas44090         Pavarde44090        6                   3
Vardas44091         Pavarde44091        1.8                 6
Vardas44092         Pavarde44092        0.6                 7
Vardas44093         Pavarde44093        2.4                 5
Vardas44094         Pavarde44094        4.2                 5
Vardas44095         Pavarde44095        1.2                 7
Vardas44096         Pavarde44096        1.2                 1
Vardas44097         Pavarde44097        0.6                 2
Vardas44098         Pavarde44098        4.2                 2
Vardas44099         Pavarde44099        2.4                 2
Vardas44100         Pavarde44100        5.4                 3
Vardas44101         Pavarde44101        1.2                 5
Vardas44102         Pavarde44102        0.6                 10
Vardas44103         Pavarde44103        3.6                 6
Vardas44104         Pavarde44104        0.6                 3
Vardas44105         Pavarde44105        2.4                 2
Vardas44106         Pavarde44106        3.6                 10
Vardas44107         Pavarde44107        5.4                 9
Vardas44108         Pavarde44108        1.2                 4
Vardas44109         Pavarde44109        3                   1
Vardas44110         Pavarde44110        0.6                 1
Vardas44111         Pavarde44111        1.8                 5
Vardas44112         Pavarde44112        4.8                 10
Vardas44113         Pavarde44113        1.8                 5
Vardas44114         Pavarde44114        0.6                 8
Vardas44115         Pavarde44115        3.6                 7
Vardas44116         Pavarde44116        0.6                 9
Vardas44117         Pavarde44117        0.6                 2
Vardas44118         Pavarde44118        0.6                 6
Vardas44119         Pavarde44119        3.6                 2
Vardas44120         Pavarde44120        1.8                 1
Vardas44121         Pavarde44121        3                   9
Vardas44122         Pavarde44122        3                   2
Vardas44123         Pavarde44123        3.6                 9
Vardas44124         Pavarde44124        5.4                 6
Vardas44125         Pavarde44125        2.4                 6
Vardas44126         Pavarde44126        6                   7
Vardas44127         Pavarde44127        4.2                 1
Vardas44128         Pavarde44128        4.8                 7
Vardas44129         Pavarde44129        6                   5
Vardas44130         Pavarde44130        2.4                 1
Vardas44131         Pavarde44131        2.4                 1
Vardas44132         Pavarde44132        4.2                 5
Vardas44133         Pavarde44133        1.8                 2
Vardas44134         Pavarde44134        6                   3
Vardas44135         Pavarde44135        3.6                 6
Vardas44136         Pavarde44136        3.6                 1
Vardas44137         Pavarde44137        0.6                 2
Vardas44138         Pavarde44138        4.2                 4
Vardas44139         Pavarde44139        4.8                 4
Vardas44140         Pavarde44140        6                   9
Vardas44141         Pavarde44141        2.4                 1
Vardas44142         Pavarde44142        4.8                 1
Vardas44143         Pavarde44143        2.4                 3
Vardas44144         Pavarde44144        5.4                 10
Vardas44145         Pavarde44145        0.6                 8
Vardas44146         Pavarde44146        4.8                 8
Vardas44147         Pavarde44147        1.2                 7
Vardas44148         Pavarde44148        3                   8
Vardas44149         Pavarde44149        0.6                 1
Vardas44150         Pavarde44150        2.4                 4
Vardas44151         Pavarde44151        1.2                 10
Vardas44152         Pavarde44152        1.8                 1
Vardas44153         Pavarde44153        3.6                 10
Vardas44154         Pavarde44154        5.4                 6
Vardas44155         Pavarde44155        0.6                 2
Vardas44156         Pavarde44156        1.2                 5
Vardas44157         Pavarde44157        5.4                 1
Vardas44158         Pavarde44158        1.2                 7
Vardas44159         Pavarde44159        3.6                 6
Vardas44160         Pavarde44160        1.2                 8
Vardas44161         Pavarde44161        1.2                 4
Vardas44162         Pavarde44162        3                   10
Vardas44163         Pavarde44163        0.6                 10
Vardas44164         Pavarde44164        3                   4
Vardas44165         Pavarde44165        2.4                 4
Vardas44166         Pavarde44166        6                   2
Vardas44167         Pavarde44167        3                   7
Vardas44168         Pavarde44168        3                   5
Vardas44169         Pavarde44169        1.8                 2
Vardas44170         Pavarde44170        1.2                 8
Vardas44171         Pavarde44171        1.2                 10
Vardas44172         Pavarde44172        4.8                 1
Vardas44173         Pavarde44173        2.4                 6
Vardas44174         Pavarde44174        5.4                 3
Vardas44175         Pavarde44175        2.4                 4
Vardas44176         Pavarde44176        0.6                 10
Vardas44177         Pavarde44177        5.4                 10
Vardas44178         Pavarde44178        3.6                 7
Vardas44179         Pavarde44179        0.6                 6
Vardas44180         Pavarde44180        4.8                 4
Vardas44181         Pavarde44181        0.6                 7
Vardas44182         Pavarde44182        0.6                 4
Vardas44183         Pavarde44183        6                   3
Vardas44184         Pavarde44184        6                   8
Vardas44185         Pavarde44185        2.4                 10
Vardas44186         Pavarde44186        6                   6
Vardas44187         Pavarde44187        2.4                 8
Vardas44188         Pavarde44188        1.8                 5
Vardas44189         Pavarde44189        4.8                 3
Vardas44190         Pavarde44190        2.4                 3
Vardas44191         Pavarde44191        3                   2
Vardas44192         Pavarde44192        4.8                 6
Vardas44193         Pavarde44193        3                   5
Vardas44194         Pavarde44194        3.6                 3
Vardas44195         Pavarde44195        6                   10
Vardas44196         Pavarde44196        4.8                 1
Vardas44197         Pavarde44197        3                   3
Vardas44198         Pavarde44198        2.4                 3
Vardas44199         Pavarde44199        0.6                 3
Vardas44200         Pavarde44200        3.6                 9
Vardas44201         Pavarde44201        4.8                 6
Vardas44202         Pavarde44202        4.8                 8
Vardas44203         Pavarde44203        4.8                 5
Vardas44204         Pavarde44204        0.6                 4
Vardas44205         Pavarde44205        1.8                 7
Vardas44206         Pavarde44206        3                   1
Vardas44207         Pavarde44207        5.4                 5
Vardas44208         Pavarde44208        1.2                 4
Vardas44209         Pavarde44209        0.6                 7
Vardas44210         Pavarde44210        3.6                 7
Vardas44211         Pavarde44211        2.4                 5
Vardas44212         Pavarde44212        3.6                 5
Vardas44213         Pavarde44213        4.8                 3
Vardas44214         Pavarde44214        5.4                 4
Vardas44215         Pavarde44215        2.4                 9
Vardas44216         Pavarde44216        4.8                 9
Vardas44217         Pavarde44217        1.2                 3
Vardas44218         Pavarde44218        3                   1
Vardas44219         Pavarde44219        1.8                 7
Vardas44220         Pavarde44220        5.4                 6
Vardas44221         Pavarde44221        1.8                 8
Vardas44222         Pavarde44222        0.6                 10
Vardas44223         Pavarde44223        4.8                 1
Vardas44224         Pavarde44224        2.4                 4
Vardas44225         Pavarde44225        5.4                 5
Vardas44226         Pavarde44226        2.4                 1
Vardas44227         Pavarde44227        2.4                 2
Vardas44228         Pavarde44228        1.2                 2
Vardas44229         Pavarde44229        5.4                 2
Vardas44230         Pavarde44230        6                   3
Vardas44231         Pavarde44231        3                   6
Vardas44232         Pavarde44232        4.8                 10
Vardas44233         Pavarde44233        4.2                 6
Vardas44234         Pavarde44234        6                   5
Vardas44235         Pavarde44235        4.2                 4
Vardas44236         Pavarde44236        2.4                 6
Vardas44237         Pavarde44237        4.2                 4
Vardas44238         Pavarde44238        3                   10
Vardas44239         Pavarde44239        5.4                 1
Vardas44240         Pavarde44240        4.2                 4
Vardas44241         Pavarde44241        4.2                 2
Vardas44242         Pavarde44242        4.2                 4
Vardas44243         Pavarde44243        4.2                 9
Vardas44244         Pavarde44244        4.8                 4
Vardas44245         Pavarde44245        6                   5
Vardas44246         Pavarde44246        4.8                 10
Vardas44247         Pavarde44247        4.2                 1
Vardas44248         Pavarde44248        4.2                 10
Vardas44249         Pavarde44249        3.6                 9
Vardas44250         Pavarde44250        6                   3
Vardas44251         Pavarde44251        5.4                 2
Vardas44252         Pavarde44252        2.4                 8
Vardas44253         Pavarde44253        4.8                 3
Vardas44254         Pavarde44254        5.4                 6
Vardas44255         Pavarde44255        4.2                 10
Vardas44256         Pavarde44256        4.2                 7
Vardas44257         Pavarde44257        5.4                 6
Vardas44258         Pavarde44258        6                   1
Vardas44259         Pavarde44259        3                   8
Vardas44260         Pavarde44260        5.4                 8
Vardas44261         Pavarde44261        5.4                 8
Vardas44262         Pavarde44262        3                   6
Vardas44263         Pavarde44263        5.4                 6
Vardas44264         Pavarde44264        3                   9
Vardas44265         Pavarde44265        2.4                 8
Vardas44266         Pavarde44266        0.6                 7
Vardas44267         Pavarde44267        2.4                 6
Vardas44268         Pavarde44268        3.6                 4
Vardas44269         Pavarde44269        3.6                 5
Vardas44270         Pavarde44270        3.6                 4
Vardas44271         Pavarde44271        3.6                 2
Vardas44272         Pavarde44272        4.2                 2
Vardas44273         Pavarde44273        1.8                 4
Vardas44274         Pavarde44274        4.8                 4
Vardas44275         Pavarde44275        4.2                 6
Vardas44276         Pavarde44276        3.6                 1
Vardas44277         Pavarde44277        4.8                 9
Vardas44278         Pavarde44278        2.4                 10
Vardas44279         Pavarde44279        0.6                 1
Vardas44280         Pavarde44280        3.6                 9
Vardas44281         Pavarde44281        0.6                 4
Vardas44282         Pavarde44282        0.6                 1
Vardas44283         Pavarde44283        4.8                 1
Vardas44284         Pavarde44284        4.2                 2
Vardas44285         Pavarde44285        6                   6
Vardas44286         Pavarde44286        1.2                 5
Vardas44287         Pavarde44287        2.4                 7
Vardas44288         Pavarde44288        3                   2
Vardas44289         Pavarde44289        1.8                 9
Vardas44290         Pavarde44290        3.6                 5
Vardas44291         Pavarde44291        3                   4
Vardas44292         Pavarde44292        0.6                 7
Vardas44293         Pavarde44293        0.6                 9
Vardas44294         Pavarde44294        5.4                 9
Vardas44295         Pavarde44295        0.6                 5
Vardas44296         Pavarde44296        0.6                 1
Vardas44297         Pavarde44297        1.2                 4
Vardas44298         Pavarde44298        4.2                 2
Vardas44299         Pavarde44299        4.8                 5
Vardas44300         Pavarde44300        0.6                 8
Vardas44301         Pavarde44301        6                   7
Vardas44302         Pavarde44302        4.8                 3
Vardas44303         Pavarde44303        4.8                 6
Vardas44304         Pavarde44304        0.6                 9
Vardas44305         Pavarde44305        3.6                 1
Vardas44306         Pavarde44306        3.6                 6
Vardas44307         Pavarde44307        6                   3
Vardas44308         Pavarde44308        4.2                 7
Vardas44309         Pavarde44309        0.6                 6
Vardas44310         Pavarde44310        6                   5
Vardas44311         Pavarde44311        2.4                 4
Vardas44312         Pavarde44312        4.8                 2
Vardas44313         Pavarde44313        6                   3
Vardas44314         Pavarde44314        4.8                 4
Vardas44315         Pavarde44315        4.8                 5
Vardas44316         Pavarde44316        2.4                 2
Vardas44317         Pavarde44317        1.2                 7
Vardas44318         Pavarde44318        2.4                 8
Vardas44319         Pavarde44319        0.6                 6
Vardas44320         Pavarde44320        5.4                 4
Vardas44321         Pavarde44321        3.6                 1
Vardas44322         Pavarde44322        0.6                 10
Vardas44323         Pavarde44323        3                   1
Vardas44324         Pavarde44324        6                   4
Vardas44325         Pavarde44325        3.6                 10
Vardas44326         Pavarde44326        4.2                 3
Vardas44327         Pavarde44327        4.8                 4
Vardas44328         Pavarde44328        4.8                 8
Vardas44329         Pavarde44329        3.6                 4
Vardas44330         Pavarde44330        3                   4
Vardas44331         Pavarde44331        6                   7
Vardas44332         Pavarde44332        2.4                 10
Vardas44333         Pavarde44333        1.2                 7
Vardas44334         Pavarde44334        3                   4
Vardas44335         Pavarde44335        2.4                 6
Vardas44336         Pavarde44336        1.2                 5
Vardas44337         Pavarde44337        3.6                 9
Vardas44338         Pavarde44338        1.2                 10
Vardas44339         Pavarde44339        6                   8
Vardas44340         Pavarde44340        6                   7
Vardas44341         Pavarde44341        3.6                 6
Vardas44342         Pavarde44342        3.6                 3
Vardas44343         Pavarde44343        0.6                 2
Vardas44344         Pavarde44344        0.6                 9
Vardas44345         Pavarde44345        1.8                 10
Vardas44346         Pavarde44346        4.8                 10
Vardas44347         Pavarde44347        2.4                 6
Vardas44348         Pavarde44348        5.4                 3
Vardas44349         Pavarde44349        0.6                 6
Vardas44350         Pavarde44350        1.8                 1
Vardas44351         Pavarde44351        4.2                 3
Vardas44352         Pavarde44352        1.8                 2
Vardas44353         Pavarde44353        4.2                 3
Vardas44354         Pavarde44354        1.8                 9
Vardas44355         Pavarde44355        3.6                 8
Vardas44356         Pavarde44356        3                   3
Vardas44357         Pavarde44357        3                   8
Vardas44358         Pavarde44358        1.2                 10
Vardas44359         Pavarde44359        4.8                 3
Vardas44360         Pavarde44360        4.2                 8
Vardas44361         Pavarde44361        0.6                 9
Vardas44362         Pavarde44362        2.4                 3
Vardas44363         Pavarde44363        3.6                 6
Vardas44364         Pavarde44364        3.6                 10
Vardas44365         Pavarde44365        2.4                 9
Vardas44366         Pavarde44366        6                   9
Vardas44367         Pavarde44367        4.8                 3
Vardas44368         Pavarde44368        1.2                 4
Vardas44369         Pavarde44369        0.6                 3
Vardas44370         Pavarde44370        5.4                 2
Vardas44371         Pavarde44371        2.4                 10
Vardas44372         Pavarde44372        3                   6
Vardas44373         Pavarde44373        1.2                 3
Vardas44374         Pavarde44374        3                   2
Vardas44375         Pavarde44375        4.8                 5
Vardas44376         Pavarde44376        3.6                 7
Vardas44377         Pavarde44377        1.2                 8
Vardas44378         Pavarde44378        4.2                 10
Vardas44379         Pavarde44379        6                   9
Vardas44380         Pavarde44380        4.2                 7
Vardas44381         Pavarde44381        3.6                 8
Vardas44382         Pavarde44382        3                   9
Vardas44383         Pavarde44383        0.6                 2
Vardas44384         Pavarde44384        3                   9
Vardas44385         Pavarde44385        2.4                 2
Vardas44386         Pavarde44386        1.2                 2
Vardas44387         Pavarde44387        6                   8
Vardas44388         Pavarde44388        2.4                 8
Vardas44389         Pavarde44389        2.4                 2
Vardas44390         Pavarde44390        1.8                 4
Vardas44391         Pavarde44391        1.8                 5
Vardas44392         Pavarde44392        3                   9
Vardas44393         Pavarde44393        1.2                 9
Vardas44394         Pavarde44394        2.4                 2
Vardas44395         Pavarde44395        4.2                 6
Vardas44396         Pavarde44396        1.2                 10
Vardas44397         Pavarde44397        1.8                 2
Vardas44398         Pavarde44398        2.4                 4
Vardas44399         Pavarde44399        1.2                 8
Vardas44400         Pavarde44400        6                   4
Vardas44401         Pavarde44401        1.2                 9
Vardas44402         Pavarde44402        6                   9
Vardas44403         Pavarde44403        0.6                 6
Vardas44404         Pavarde44404        4.8                 10
Vardas44405         Pavarde44405        2.4                 2
Vardas44406         Pavarde44406        3                   5
Vardas44407         Pavarde44407        3.6                 10
Vardas44408         Pavarde44408        5.4                 7
Vardas44409         Pavarde44409        5.4                 9
Vardas44410         Pavarde44410        4.8                 3
Vardas44411         Pavarde44411        1.8                 2
Vardas44412         Pavarde44412        1.8                 8
Vardas44413         Pavarde44413        3.6                 9
Vardas44414         Pavarde44414        4.8                 7
Vardas44415         Pavarde44415        5.4                 7
Vardas44416         Pavarde44416        2.4                 10
Vardas44417         Pavarde44417        3                   7
Vardas44418         Pavarde44418        4.8                 4
Vardas44419         Pavarde44419        3.6                 7
Vardas44420         Pavarde44420        2.4                 4
Vardas44421         Pavarde44421        6                   10
Vardas44422         Pavarde44422        2.4                 4
Vardas44423         Pavarde44423        4.2                 6
Vardas44424         Pavarde44424        2.4                 6
Vardas44425         Pavarde44425        6                   4
Vardas44426         Pavarde44426        5.4                 1
Vardas44427         Pavarde44427        1.8                 5
Vardas44428         Pavarde44428        0.6                 2
Vardas44429         Pavarde44429        3.6                 9
Vardas44430         Pavarde44430        1.2                 7
Vardas44431         Pavarde44431        3                   7
Vardas44432         Pavarde44432        5.4                 2
Vardas44433         Pavarde44433        4.8                 8
Vardas44434         Pavarde44434        6                   5
Vardas44435         Pavarde44435        1.8                 7
Vardas44436         Pavarde44436        6                   1
Vardas44437         Pavarde44437        4.8                 1
Vardas44438         Pavarde44438        1.2                 8
Vardas44439         Pavarde44439        1.2                 9
Vardas44440         Pavarde44440        4.8                 2
Vardas44441         Pavarde44441        4.8                 8
Vardas44442         Pavarde44442        4.8                 3
Vardas44443         Pavarde44443        3.6                 9
Vardas44444         Pavarde44444        1.2                 7
Vardas44445         Pavarde44445        5.4                 7
Vardas44446         Pavarde44446        3.6                 3
Vardas44447         Pavarde44447        4.8                 4
Vardas44448         Pavarde44448        4.2                 9
Vardas44449         Pavarde44449        4.8                 9
Vardas44450         Pavarde44450        1.2                 1
Vardas44451         Pavarde44451        5.4                 6
Vardas44452         Pavarde44452        3.6                 4
Vardas44453         Pavarde44453        5.4                 4
Vardas44454         Pavarde44454        4.8                 3
Vardas44455         Pavarde44455        4.2                 2
Vardas44456         Pavarde44456        3.6                 4
Vardas44457         Pavarde44457        1.2                 9
Vardas44458         Pavarde44458        2.4                 5
Vardas44459         Pavarde44459        0.6                 1
Vardas44460         Pavarde44460        4.8                 1
Vardas44461         Pavarde44461        4.8                 5
Vardas44462         Pavarde44462        1.8                 3
Vardas44463         Pavarde44463        1.2                 1
Vardas44464         Pavarde44464        4.2                 5
Vardas44465         Pavarde44465        0.6                 10
Vardas44466         Pavarde44466        0.6                 3
Vardas44467         Pavarde44467        1.2                 1
Vardas44468         Pavarde44468        4.2                 8
Vardas44469         Pavarde44469        5.4                 5
Vardas44470         Pavarde44470        0.6                 4
Vardas44471         Pavarde44471        4.8                 4
Vardas44472         Pavarde44472        2.4                 9
Vardas44473         Pavarde44473        1.8                 10
Vardas44474         Pavarde44474        3                   5
Vardas44475         Pavarde44475        3.6                 2
Vardas44476         Pavarde44476        3                   6
Vardas44477         Pavarde44477        4.2                 3
Vardas44478         Pavarde44478        4.2                 6
Vardas44479         Pavarde44479        0.6                 2
Vardas44480         Pavarde44480        2.4                 5
Vardas44481         Pavarde44481        6                   2
Vardas44482         Pavarde44482        5.4                 6
Vardas44483         Pavarde44483        3.6                 6
Vardas44484         Pavarde44484        3.6                 7
Vardas44485         Pavarde44485        4.8                 7
Vardas44486         Pavarde44486        2.4                 5
Vardas44487         Pavarde44487        4.2                 5
Vardas44488         Pavarde44488        4.2                 6
Vardas44489         Pavarde44489        2.4                 3
Vardas44490         Pavarde44490        1.2                 6
Vardas44491         Pavarde44491        1.2                 2
Vardas44492         Pavarde44492        3                   6
Vardas44493         Pavarde44493        1.8                 9
Vardas44494         Pavarde44494        3.6                 2
Vardas44495         Pavarde44495        1.8                 3
Vardas44496         Pavarde44496        3                   3
Vardas44497         Pavarde44497        1.2                 6
Vardas44498         Pavarde44498        0.6                 2
Vardas44499         Pavarde44499        3.6                 9
Vardas44500         Pavarde44500        3.6                 5
Vardas44501         Pavarde44501        2.4                 6
Vardas44502         Pavarde44502        4.2                 7
Vardas44503         Pavarde44503        4.2                 2
Vardas44504         Pavarde44504        6                   2
Vardas44505         Pavarde44505        6                   4
Vardas44506         Pavarde44506        5.4                 10
Vardas44507         Pavarde44507        0.6                 8
Vardas44508         Pavarde44508        0.6                 3
Vardas44509         Pavarde44509        4.8                 8
Vardas44510         Pavarde44510        5.4                 9
Vardas44511         Pavarde44511        5.4                 8
Vardas44512         Pavarde44512        3                   8
Vardas44513         Pavarde44513        5.4                 2
Vardas44514         Pavarde44514        4.8                 5
